invoice_number,order_date,store_number,county_number,category_number,vendor_number,item_number,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,etl_date
INV-20746300019,2019-07-22,2190,77,10624000,395,46504,12,750,10.45,15.68,1,15.68,0.75,0.19,2025-02-25T13:13:16.885776
INV-20773400008,2019-07-23,4829,77,10312000,259,40327,12,750,8.58,12.87,24,324.0,18.0,4.75,2025-02-25T13:13:16.885776
INV-20807800068,2019-07-24,2502,77,10812000,260,68039,4,2400,31.92,47.88,4,191.52,9.6,2.53,2025-02-25T13:13:16.885776
INV-20833000011,2019-07-25,4829,77,10112000,85,22217,6,1000,26.49,39.74,30,1192.2,30.0,7.92,2025-02-25T13:13:16.885776
INV-20855000018,2019-07-26,4661,77,10624000,260,43336,12,750,9.06,13.59,3,40.77,2.25,0.59,2025-02-25T13:13:16.885776
INV-20888600035,2019-07-29,2190,77,10123000,420,4111,6,750,39.97,59.96,1,59.96,0.75,0.19,2025-02-25T13:13:16.885776
INV-20917000008,2019-07-30,3494,7,10111000,260,25607,12,1000,8.0,12.0,48,576.0,48.0,12.68,2025-02-25T13:13:16.885776
INV-20947200004,2019-07-31,4829,77,10312000,521,39827,12,750,9.01,13.52,3,40.56,2.25,0.59,2025-02-25T13:13:16.885776
INV-20973000008,2019-08-01,5566,77,10816000,421,64858,1,50,30.0,45.0,2,90.0,0.1,0.02,2025-02-25T13:13:16.885776
INV-20992300025,2019-08-02,5471,8,10814000,55,84143,10,50,6.0,9.0,10,90.0,0.5,0.13,2025-02-25T13:13:16.885776
INV-21024400011,2019-08-05,2548,77,10311000,154,38046,12,750,9.44,14.16,12,169.92,9.0,2.37,2025-02-25T13:13:16.885776
INV-21051900019,2019-08-06,4137,25,10222000,205,87643,12,750,11.0,16.5,2,33.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-21083100058,2019-08-07,2190,77,10311000,421,37414,24,375,3.0,4.5,2,9.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-21107600004,2019-08-08,4829,77,10311000,564,36880,6,750,10.77,16.16,6,96.96,4.5,1.18,2025-02-25T13:13:16.885776
INV-21123400028,2019-08-09,4617,77,10311000,301,38180,5,50,12.8,19.2,1,19.2,0.05,0.01,2025-02-25T13:13:16.885776
INV-21158400009,2019-08-12,2190,77,10124000,370,915654,6,750,24.98,37.47,6,224.82,4.5,1.18,2025-02-25T13:13:16.885776
INV-21187700004,2019-08-13,2548,77,10116000,255,27102,6,750,18.09,27.14,6,162.84,4.5,1.18,2025-02-25T13:13:16.885776
INV-21223400001,2019-08-14,4829,77,10222000,260,87485,6,750,28.99,43.49,30,1304.7,22.5,5.94,2025-02-25T13:13:16.885776
INV-21250200018,2019-08-15,4829,77,10411000,306,31990,6,750,16.17,24.26,4,97.04,3.0,0.79,2025-02-25T13:13:16.885776
INV-21270600039,2019-08-16,4169,77,10813000,3220,75221,6,750,10.0,15.0,3,45.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-21306700004,2019-08-19,4617,77,10521000,4200,48108,6,1750,46.49,69.74,1,69.74,1.75,0.46,2025-02-25T13:13:16.885776
INV-21337900003,2019-08-20,5600,77,10311000,2970,35926,12,750,3.37,5.06,12,60.72,9.0,2.37,2025-02-25T13:13:16.885776
INV-21374300020,2019-08-21,2190,77,10511000,2050,52579,10,50,7.73,11.6,1,11.6,0.05,0.01,2025-02-25T13:13:16.885776
INV-21399400015,2019-08-22,4829,77,10814000,650,82867,12,1000,7.87,11.81,24,283.44,24.0,6.34,2025-02-25T13:13:16.885776
INV-21418400015,2019-08-23,4511,77,10121000,550,12404,24,375,2.05,3.08,6,18.48,2.25,0.59,2025-02-25T13:13:16.885776
INV-21458000002,2019-08-26,4617,77,10222000,4100,88296,12,750,27.5,41.25,2,82.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-21494000024,2019-08-27,5501,77,10311000,3000,36901,6,50,4.7,7.05,2,14.1,0.1,0.02,2025-02-25T13:13:16.885776
INV-21537800002,2019-08-28,4406,77,10311000,2600,37991,12,50,7.47,11.21,2,22.42,0.1,0.02,2025-02-25T13:13:16.885776
INV-21568800002,2019-08-29,5722,50,10816000,4210,64864,24,375,5.33,8.0,48,384.0,18.0,4.75,2025-02-25T13:13:16.885776
INV-21591200002,2019-08-30,3825,77,10114000,850,26821,12,50,9.06,13.59,2,27.18,0.1,0.02,2025-02-25T13:13:16.885776
INV-21632200002,2019-09-03,5309,77,10521000,4200,48106,12,750,19.99,29.99,12,359.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-21662400025,2019-09-04,2535,77,10711000,3950,58838,6,1750,8.74,13.11,6,78.66,10.5,2.77,2025-02-25T13:13:16.885776
INV-21695200011,2019-09-05,2190,77,10820000,2590,64645,6,750,18.55,27.83,2,55.66,1.5,0.39,2025-02-25T13:13:16.885776
INV-21735300025,2019-09-06,2612,25,10312000,3800,41696,12,750,6.5,9.75,3,29.25,2.25,0.59,2025-02-25T13:13:16.885776
INV-21768800042,2019-09-09,4617,77,10311000,4340,36307,12,1000,4.05,6.08,12,72.96,12.0,3.17,2025-02-25T13:13:16.885776
INV-21796000023,2019-09-10,5431,75,10121000,550,12408,6,1750,8.14,12.21,6,82.26,10.5,2.77,2025-02-25T13:13:16.885776
INV-21832700009,2019-09-11,2620,77,10816000,1150,11371,12,750,9.15,13.73,1,13.73,0.75,0.19,2025-02-25T13:13:16.885776
INV-21856100016,2019-09-12,4829,77,10812000,3000,68340,9,750,17.94,26.91,9,242.19,6.75,1.78,2025-02-25T13:13:16.885776
INV-21876100004,2019-09-13,5338,77,10311000,4340,36304,24,375,1.86,2.79,24,66.96,9.0,2.37,2025-02-25T13:13:16.885776
INV-21913100024,2019-09-16,4617,77,10121000,1150,11774,24,375,3.07,4.61,24,110.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-21942200027,2019-09-17,3814,25,10124000,3700,15628,6,1750,32.48,48.72,168,8184.96,294.0,77.66,2025-02-25T13:13:16.885776
INV-21977900001,2019-09-18,2502,77,10114000,850,74782,12,750,10.34,15.51,12,186.12,9.0,2.37,2025-02-25T13:13:16.885776
INV-22004600013,2019-09-19,2561,77,10711000,550,57174,6,1750,6.17,9.26,6,58.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-22021400012,2019-09-20,4829,77,10820000,2400,64121,6,750,17.67,26.51,6,159.06,4.5,1.18,2025-02-25T13:13:16.885776
INV-22056100018,2019-09-23,3959,31,10311000,2090,38581,6,1750,6.5,9.75,30,292.5,52.5,13.86,2025-02-25T13:13:16.885776
INV-22086400046,2019-09-24,2663,77,10111000,4920,27474,6,750,10.0,15.0,12,180.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-22121400056,2019-09-25,4474,78,10813000,3220,75212,6,50,4.84,7.26,2,14.52,0.1,0.02,2025-02-25T13:13:16.885776
INV-22146500021,2019-09-26,5566,77,10625000,3700,42712,12,50,4.95,7.43,2,14.86,0.1,0.02,2025-02-25T13:13:16.885776
INV-22164500008,2019-09-27,4617,77,10311000,4210,36978,6,1750,6.92,10.38,6,62.28,10.5,2.77,2025-02-25T13:13:16.885776
INV-22196700069,2019-09-29,2633,77,10312000,2050,40048,12,750,7.5,11.25,1,11.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-22197800008,2019-09-30,9001,52,10111000,1250,26710,6,750,19.5,29.25,168,4914.0,126.0,33.28,2025-02-25T13:13:16.885776
INV-22227400004,2019-10-01,4829,77,10124000,3700,15627,12,1000,19.48,29.22,120,3506.4,120.0,31.7,2025-02-25T13:13:16.885776
INV-22261300022,2019-10-02,4617,77,10822000,4210,69636,12,750,8.66,12.99,1,12.99,0.75,0.19,2025-02-25T13:13:16.885776
INV-22286600026,2019-10-03,2190,77,10820000,3050,64000,12,750,22.67,34.01,3,102.03,2.25,0.59,2025-02-25T13:13:16.885776
INV-22305800027,2019-10-04,4511,77,10820000,1920,65253,48,200,3.74,5.61,48,269.28,9.6,2.53,2025-02-25T13:13:16.885776
INV-22343400016,2019-10-07,2626,77,10820000,1920,65256,12,750,12.45,18.68,12,224.16,9.0,2.37,2025-02-25T13:13:16.885776
INV-22373900012,2019-10-08,4673,56,10111000,650,24458,6,1750,11.0,16.5,12,198.0,21.0,5.54,2025-02-25T13:13:16.885776
INV-22405000027,2019-10-09,3565,52,10624000,2600,43331,12,50,4.8,7.2,2,14.4,0.1,0.02,2025-02-25T13:13:16.885776
INV-22436700004,2019-10-10,4829,77,10122000,2600,5327,12,1000,27.74,41.61,12,499.32,12.0,3.17,2025-02-25T13:13:16.885776
INV-22453700030,2019-10-11,4617,77,10321000,350,34359,12,200,4.67,7.01,3,21.03,0.6,0.15,2025-02-25T13:13:16.885776
INV-22490800019,2019-10-14,2190,77,10813000,4340,79516,12,750,4.74,7.11,1,7.11,0.75,0.19,2025-02-25T13:13:16.885776
INV-22528600007,2019-10-15,2190,77,10222000,2600,89164,6,750,67.67,101.51,6,609.06,4.5,1.18,2025-02-25T13:13:16.885776
INV-22568900002,2019-10-16,4829,77,10124000,650,15739,12,750,10.49,15.74,3,47.22,2.25,0.59,2025-02-25T13:13:16.885776
INV-22600600006,2019-10-17,2190,77,10122000,4210,9432,6,1750,9.99,14.99,6,112.44,10.5,2.77,2025-02-25T13:13:16.885776
INV-22624100018,2019-10-18,4896,3,10624000,2600,43334,24,375,5.0,7.5,2,15.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-22670400042,2019-10-21,2190,77,10222000,4340,89445,12,1000,11.33,17.0,3,51.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-22700200011,2019-10-22,4829,77,10121000,1150,11777,12,1000,6.63,9.95,24,238.8,24.0,6.34,2025-02-25T13:13:16.885776
INV-22735000004,2019-10-23,4829,77,10511000,1250,56667,6,750,18.75,28.13,1,28.13,0.75,0.19,2025-02-25T13:13:16.885776
INV-22761700003,2019-10-24,5309,77,10521000,4200,48099,24,200,6.24,9.36,48,449.28,9.6,2.53,2025-02-25T13:13:16.885776
INV-22779700001,2019-10-25,5686,77,10312000,2050,40594,12,750,7.5,11.25,3,33.75,2.25,0.59,2025-02-25T13:13:16.885776
INV-22815900005,2019-10-28,2190,77,10311000,2050,36965,10,50,5.54,8.31,10,83.1,0.5,0.13,2025-02-25T13:13:16.885776
INV-22852600015,2019-10-29,4137,25,10112000,650,20246,12,750,5.5,8.25,4,33.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-22890500008,2019-10-30,4829,77,10812000,2600,72356,12,750,13.5,20.25,2,40.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-22924500014,2019-10-31,2190,77,10322000,3950,35039,12,750,9.96,14.94,1,14.94,0.75,0.19,2025-02-25T13:13:16.885776
INV-22946100002,2019-11-01,5098,77,10311000,3000,36904,24,375,1.8,2.7,24,64.8,9.0,2.37,2025-02-25T13:13:16.885776
INV-22987700015,2019-11-02,4159,78,10511000,4340,55086,12,750,5.48,8.22,12,98.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-22988900043,2019-11-04,4829,77,10322000,2600,64512,12,750,16.49,24.74,24,593.76,18.0,4.75,2025-02-25T13:13:16.885776
INV-23015800026,2019-11-05,2190,77,10222000,4340,89178,6,750,15.0,22.5,2,45.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-23050100001,2019-11-06,2697,86,17011000,2550,87026,6,750,18.5,27.75,6,166.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-23079500012,2019-11-07,4829,77,10114000,850,74802,12,1000,18.89,28.34,12,340.08,12.0,3.17,2025-02-25T13:13:16.885776
INV-23099800006,2019-11-08,2679,77,10121000,2600,11296,12,750,15.59,23.39,12,280.68,9.0,2.37,2025-02-25T13:13:16.885776
INV-23137800018,2019-11-11,2190,77,10222000,650,87625,6,750,28.0,42.0,2,84.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-23168100156,2019-11-12,2535,77,10511000,2050,52563,12,750,8.24,12.36,1,12.36,0.75,0.19,2025-02-25T13:13:16.885776
INV-23200600036,2019-11-13,4617,77,10311000,2600,37997,12,1000,9.25,13.88,2,27.76,2.0,0.52,2025-02-25T13:13:16.885776
INV-23227400002,2019-11-14,2528,77,10311000,3000,36886,12,750,3.31,4.97,36,178.92,27.0,7.13,2025-02-25T13:13:16.885776
INV-23248000049,2019-11-15,5842,77,10121000,2590,11776,12,750,5.23,7.85,12,94.2,9.0,2.37,2025-02-25T13:13:16.885776
INV-23256300019,2019-11-16,5338,77,10622000,350,43126,12,750,8.26,12.39,10,123.9,7.5,1.98,2025-02-25T13:13:16.885776
INV-23281600023,2019-11-18,4599,77,10114000,850,26823,48,200,4.23,6.35,4,25.4,0.8,0.21,2025-02-25T13:13:16.885776
INV-23312100004,2019-11-19,4137,25,10116000,2550,27125,6,750,22.75,34.13,6,204.78,4.5,1.18,2025-02-25T13:13:16.885776
INV-23344700002,2019-11-20,2190,77,10221000,3950,89194,24,375,5.5,8.25,24,198.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-23373100116,2019-11-21,4829,77,10124000,3700,15627,12,1000,19.48,29.22,180,5259.6,180.0,47.55,2025-02-25T13:13:16.885776
INV-23395900019,2019-11-22,4617,77,10311000,3010,38176,12,750,9.64,14.46,12,173.52,9.0,2.37,2025-02-25T13:13:16.885776
INV-23406800008,2019-11-23,4411,25,10121000,2590,11771,10,50,6.8,10.2,1,10.2,0.05,0.01,2025-02-25T13:13:16.885776
INV-23443700014,2019-11-25,2536,77,10121000,2590,10550,12,750,6.75,10.13,12,121.56,9.0,2.37,2025-02-25T13:13:16.885776
INV-23481700030,2019-11-26,5309,77,10521000,4200,48106,12,750,19.99,29.99,24,719.76,18.0,4.75,2025-02-25T13:13:16.885776
INV-23524100015,2019-11-27,4617,77,10112000,6190,22155,12,375,6.5,9.75,2,19.5,0.75,0.19,2025-02-25T13:13:16.885776
INV-23553700018,2019-11-29,2636,77,10311000,3000,36886,12,750,3.31,4.97,12,59.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-23579400004,2019-11-30,3868,57,10511000,2050,52596,12,750,6.5,9.75,12,117.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-23591800022,2019-12-02,2190,77,10812000,2600,74086,12,750,17.0,25.5,2,51.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-23621600010,2019-12-03,2190,77,10112000,2590,18856,6,750,13.5,20.25,12,243.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-23657300095,2019-12-04,2663,77,10111000,5640,26871,6,750,19.27,28.91,6,173.46,4.5,1.18,2025-02-25T13:13:16.885776
INV-23684900007,2019-12-05,3987,55,10121000,650,10627,12,1000,9.71,14.57,12,174.84,12.0,3.17,2025-02-25T13:13:16.885776
INV-23703900018,2019-12-06,2635,82,10121000,2600,10803,10,50,7.35,11.03,1,11.03,0.05,0.01,2025-02-25T13:13:16.885776
INV-23743300004,2019-12-09,5309,77,10121000,2600,10805,24,375,8.0,12.0,24,288.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-23781000010,2019-12-10,4230,77,10711000,550,57157,6,1750,6.17,9.26,6,55.56,10.5,2.77,2025-02-25T13:13:16.885776
INV-23823800002,2019-12-11,2666,77,10222000,850,88659,6,750,12.34,18.51,6,111.06,4.5,1.18,2025-02-25T13:13:16.885776
INV-23859800004,2019-12-12,4829,77,10116000,3060,27027,6,750,19.17,28.76,6,172.56,4.5,1.18,2025-02-25T13:13:16.885776
INV-23883600027,2019-12-13,5566,77,10822000,2600,69940,12,50,13.5,20.25,1,20.25,0.05,0.01,2025-02-25T13:13:16.885776
INV-23930200010,2019-12-16,4877,77,10521000,3890,49185,12,375,11.82,17.73,12,212.76,4.5,1.18,2025-02-25T13:13:16.885776
INV-23963000084,2019-12-17,4129,85,10421000,3890,28905,6,750,20.48,30.72,3,92.16,2.25,0.59,2025-02-25T13:13:16.885776
INV-23997900010,2019-12-18,5443,77,10112000,6190,22155,12,375,6.5,9.75,12,117.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-24026900001,2019-12-19,2630,77,10122000,2600,5329,6,750,130.0,195.0,2,390.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-24048900006,2019-12-20,2585,,10311000,380,37348,6,1750,7.6,11.4,6,68.4,10.5,2.77,2025-02-25T13:13:16.885776
INV-24094600005,2019-12-23,3881,64,10121000,2600,10807,12,750,15.59,23.39,12,280.68,9.0,2.37,2025-02-25T13:13:16.885776
INV-24118300001,2019-12-24,2190,77,17011000,350,100545,3,1750,35.42,53.13,12,637.56,21.0,5.54,2025-02-25T13:13:16.885776
INV-24154100005,2019-12-26,5144,77,10114000,850,26828,6,1750,30.68,46.02,42,1932.84,73.5,19.41,2025-02-25T13:13:16.885776
INV-24182300003,2019-12-27,2549,91,10816000,4210,64868,6,1750,15.33,23.0,6,138.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-24212300009,2019-12-28,4543,57,10121000,2590,11776,12,750,5.23,7.85,36,282.6,27.0,7.13,2025-02-25T13:13:16.885776
INV-24238800053,2019-12-30,4617,77,10511000,1150,53218,6,1750,12.82,19.23,2,38.46,3.5,0.92,2025-02-25T13:13:16.885776
INV-24259400045,2019-12-31,4057,77,10711000,3950,58838,6,1750,8.74,13.11,3,39.33,5.25,1.38,2025-02-25T13:13:16.885776
INV-24290400075,2020-01-02,2502,77,10122000,2600,5326,12,750,21.49,32.24,4,128.96,3.0,0.79,2025-02-25T13:13:16.885776
INV-24315200088,2020-01-03,2675,52,10812000,2600,68034,12,375,8.49,12.74,2,21.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-24354700030,2020-01-06,4057,77,10813000,4340,85066,12,750,4.74,7.11,4,28.44,3.0,0.79,2025-02-25T13:13:16.885776
INV-24386300013,2020-01-07,5289,85,10816000,4210,65013,12,50,5.0,7.5,12,90.0,0.6,0.15,2025-02-25T13:13:16.885776
INV-24420100018,2020-01-08,5669,7,10221000,3950,87403,24,375,5.5,8.25,6,49.5,2.25,0.59,2025-02-25T13:13:16.885776
INV-24446500004,2020-01-09,4829,77,10121000,2600,11297,12,1000,18.89,28.34,180,5101.2,180.0,47.55,2025-02-25T13:13:16.885776
INV-24464900010,2020-01-10,4384,25,10622000,350,43124,24,375,4.5,6.75,4,27.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-24498400042,2020-01-13,2190,77,10623000,4210,43621,12,750,10.0,15.0,2,30.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-24530200082,2020-01-14,2535,77,10121000,259,11774,24,375,3.07,4.61,4,18.44,1.5,0.39,2025-02-25T13:13:16.885776
INV-24565700031,2020-01-15,2620,77,10321000,421,35213,6,1750,10.99,16.49,6,98.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-24595100001,2020-01-16,4829,77,10123000,240,5006,12,750,26.0,39.0,12,432.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-24614300037,2020-01-17,2612,25,10822000,260,69946,12,750,13.0,19.5,3,58.5,2.25,0.59,2025-02-25T13:13:16.885776
INV-24656100010,2020-01-20,2190,77,10822000,421,65066,12,750,13.0,19.5,2,39.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-24684400008,2020-01-21,5722,50,10311000,205,36967,24,200,1.99,2.99,24,71.76,4.8,1.26,2025-02-25T13:13:16.885776
INV-24719500025,2020-01-22,2190,77,10312000,260,77703,12,750,8.25,12.38,2,24.76,1.5,0.39,2025-02-25T13:13:16.885776
INV-24745700001,2020-01-23,2190,77,10624000,259,43022,8,50,5.66,8.49,8,67.92,0.4,0.1,2025-02-25T13:13:16.885776
INV-24766900001,2020-01-24,2612,25,10121000,259,11777,12,1000,6.63,9.95,12,119.4,12.0,3.17,2025-02-25T13:13:16.885776
INV-24801800015,2020-01-27,5665,94,10124000,370,15626,12,750,16.49,24.74,2,49.48,1.5,0.39,2025-02-25T13:13:16.885776
INV-24836300037,2020-01-28,2190,77,10521000,420,48154,12,375,13.25,19.88,2,38.98,0.75,0.19,2025-02-25T13:13:16.885776
INV-24873600010,2020-01-29,4829,77,10421000,370,28087,12,1000,14.49,21.74,12,260.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-24900000026,2020-01-30,2653,92,10511000,205,52596,12,750,6.5,9.75,3,29.25,2.25,0.59,2025-02-25T13:13:16.885776
INV-24921500009,2020-01-31,4617,77,10312000,300,40500,48,200,1.13,1.7,4,6.8,0.8,0.21,2025-02-25T13:13:16.885776
INV-24961800020,2020-02-03,4829,77,10820000,619,64121,6,750,17.67,26.51,12,318.12,9.0,2.37,2025-02-25T13:13:16.885776
INV-24990500002,2020-02-04,2190,77,10311000,301,38174,12,375,5.42,8.13,12,97.56,4.5,1.18,2025-02-25T13:13:16.885776
INV-25024700003,2020-02-05,4083,77,10311000,421,36978,6,1750,6.92,10.38,6,58.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-25048200026,2020-02-06,2190,77,10123000,65,4636,6,750,27.5,41.25,1,41.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-25067600014,2020-02-07,4107,8,10311000,301,38177,12,1000,12.67,19.01,24,456.24,24.0,6.34,2025-02-25T13:13:16.885776
INV-25102100007,2020-02-10,4617,77,10112000,65,27783,12,750,10.5,15.75,12,189.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-25135000026,2020-02-11,3784,10,10511000,434,55086,12,750,5.48,8.22,3,24.66,2.25,0.59,2025-02-25T13:13:16.885776
INV-25170800069,2020-02-12,5722,50,10311000,205,36971,6,1750,14.0,21.0,6,126.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-25202500047,2020-02-13,5425,77,10121000,85,12476,12,750,5.44,8.16,2,16.32,1.5,0.39,2025-02-25T13:13:16.885776
INV-25222800036,2020-02-14,4057,77,10521000,420,48105,12,375,10.99,16.49,12,197.88,4.5,1.18,2025-02-25T13:13:16.885776
INV-25256900008,2020-02-17,2190,77,10222000,410,88298,3,1750,58.0,87.0,1,87.0,1.75,0.46,2025-02-25T13:13:16.885776
INV-25284500022,2020-02-18,5670,17,10121000,395,14199,6,1750,25.0,37.5,6,225.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-25317000002,2020-02-19,4829,77,10812000,260,68022,12,750,16.49,24.74,3,74.22,2.25,0.59,2025-02-25T13:13:16.885776
INV-25345000014,2020-02-20,4829,77,10112000,619,22157,12,1000,16.66,24.99,12,299.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-25363700007,2020-02-21,4617,77,10312000,205,39492,12,750,7.5,11.25,2,22.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-25401500006,2020-02-24,4829,77,10121000,259,10550,12,750,6.75,10.13,12,121.56,9.0,2.37,2025-02-25T13:13:16.885776
INV-25430500041,2020-02-25,2528,77,10311000,195,38056,12,750,6.0,9.0,12,108.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-25465300012,2020-02-26,3420,77,10814000,65,82847,12,1000,7.87,11.81,24,283.44,24.0,6.34,2025-02-25T13:13:16.885776
INV-25491300006,2020-02-27,2190,77,10511000,115,56196,12,750,6.41,9.62,24,230.88,18.0,4.75,2025-02-25T13:13:16.885776
INV-25509200003,2020-02-28,5660,31,10521000,389,49186,12,750,24.48,36.72,12,440.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-25545600017,2020-03-02,2190,77,10521000,389,66293,12,375,8.11,12.17,2,24.34,0.75,0.19,2025-02-25T13:13:16.885776
INV-25574900005,2020-03-03,2248,77,19012000,410,904800,6,750,13.09,19.64,6,117.84,4.5,1.18,2025-02-25T13:13:16.885776
INV-25611500023,2020-03-04,4829,77,10116000,255,27102,6,750,18.09,27.14,12,325.68,9.0,2.37,2025-02-25T13:13:16.885776
INV-25642300028,2020-03-05,3973,85,10312000,205,39492,12,750,7.5,11.25,12,135.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-25658600015,2020-03-06,4617,77,10112000,55,21595,12,750,4.1,6.15,5,30.75,3.75,0.99,2025-02-25T13:13:16.885776
INV-25701200007,2020-03-09,4829,77,10121000,65,15247,12,1000,6.29,9.44,12,113.28,12.0,3.17,2025-02-25T13:13:16.885776
INV-25740600015,2020-03-10,4057,77,10121000,260,10805,24,375,8.0,12.0,24,288.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-25786600005,2020-03-11,2512,52,10411000,205,31473,6,1750,15.0,22.5,6,135.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-25820200126,2020-03-12,4829,77,10312000,260,78071,12,750,8.25,12.38,12,148.56,9.0,2.37,2025-02-25T13:13:16.885776
INV-25845400017,2020-03-13,4057,77,10624000,259,43024,24,375,2.99,4.49,7,31.43,2.62,0.69,2025-02-25T13:13:16.885776
INV-25894500017,2020-03-16,2190,77,10411000,259,29568,6,1750,10.49,15.74,2,31.48,3.5,0.92,2025-02-25T13:13:16.885776
INV-25929500030,2020-03-17,2535,77,10121000,65,10626,12,750,8.0,12.0,12,144.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-25964200026,2020-03-18,2561,77,10124000,240,15940,12,750,15.0,22.5,12,270.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-25989800027,2020-03-19,2561,77,10312000,260,41078,6,1750,14.97,22.46,6,134.76,10.5,2.77,2025-02-25T13:13:16.885776
INV-26006700002,2020-03-20,4617,77,10521000,389,49186,12,750,24.48,36.72,1,36.72,0.75,0.19,2025-02-25T13:13:16.885776
INV-26041000001,2020-03-23,4617,77,10521000,389,49086,6,750,28.48,42.72,2,85.44,1.5,0.39,2025-02-25T13:13:16.885776
INV-26070300003,2020-03-24,3742,75,10624000,259,43028,6,1750,11.55,17.33,6,103.98,10.5,2.77,2025-02-25T13:13:16.885776
INV-26103500001,2020-03-25,4617,77,10820000,259,65195,6,750,9.99,14.99,2,29.98,1.5,0.39,2025-02-25T13:13:16.885776
INV-26126400004,2020-03-26,5425,77,10625000,260,72913,6,750,9.06,13.59,1,13.59,0.75,0.19,2025-02-25T13:13:16.885776
INV-26142200001,2020-03-27,4057,77,10122000,35,4866,12,750,13.5,20.25,1,20.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-26175900044,2020-03-30,2528,77,10816000,421,64864,24,375,5.33,8.0,24,192.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-26205100045,2020-03-31,4819,77,10114000,85,26586,12,750,20.01,30.02,2,60.04,1.5,0.39,2025-02-25T13:13:16.885776
INV-26236900002,2020-04-01,2502,77,10913000,346,86839,6,750,10.0,15.0,6,90.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-26260800026,2020-04-02,2665,25,10421000,35,28238,6,1750,26.5,39.75,6,238.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-26277100008,2020-04-03,2612,25,10112000,65,28279,12,750,10.5,15.75,3,47.25,2.25,0.59,2025-02-25T13:13:16.885776
INV-26313900014,2020-04-06,2627,77,10222000,205,87643,12,750,12.5,18.75,4,75.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-26346000041,2020-04-07,2190,77,10521000,420,48106,12,750,19.99,29.99,48,1439.52,36.0,9.51,2025-02-25T13:13:16.885776
INV-26380100048,2020-04-08,3626,21,10622000,55,46142,6,1750,7.35,11.03,6,66.18,10.5,2.77,2025-02-25T13:13:16.885776
INV-26409700024,2020-04-09,2190,77,10321000,115,34820,12,750,8.25,12.38,1,12.38,0.75,0.19,2025-02-25T13:13:16.885776
INV-26430100001,2020-04-10,4301,77,10121000,260,10807,12,750,15.59,23.39,12,280.68,9.0,2.37,2025-02-25T13:13:16.885776
